area,iteration,objective,tier_1_max_error,tier_2_max_error,tier_3_max_error
24661817,1,8.139695100543038,0.40539917781179047,0.4095086092106615,0.734225238058497
24661817,2,6.0075624176471685,0.33178667960496183,0.2522573999074663,0.7613489865531802
24661817,3,5.3968791250167945,0.29804121799545474,0.2130011576988504,0.7537827414516197
24661829,1,9.500821851615232,0.46208969750507173,0.2893488537528993,0.6718670076145965
24661829,2,6.183755234308189,0.4126639251856648,0.21209811531967954,0.7665742734527043
24661829,3,6.000707027625192,0.3845701767156694,0.16389623907325432,0.727690250045706
24661830,1,7.621381450308125,0.3861540448501122,0.31950691197842024,0.8118224477515174
24661830,2,5.431041162687313,0.3903685633548374,0.13305641779398406,0.7614196649338132
24661830,3,5.1232691546753175,0.33874234868984765,0.11541024383739547,0.7572654052704434
24661831,1,11.388616502008732,0.5036591027952332,0.339847449773536,0.846444999341248
24661831,2,8.292293759943234,0.35503695589625683,0.2934242846504713,0.8106067579269121
24661831,3,8.041451847845412,0.35358663413802177,0.2770402126623469,0.7836580636299726
24661832,1,9.630719875541878,0.3382593292131658,0.4187487473086976,0.6383505091445413
24661832,2,5.587305989784327,0.29977442697123635,0.23904253732422753,0.6313482890540548
24661832,3,5.039847432663702,0.27762297460801155,0.16279294915976558,0.650226598062143
24661833,1,9.00841810640022,0.3244528888704707,0.2454554010812981,0.8101775183636961
24661833,2,5.748195798368932,0.3064736656178863,0.27334589896072303,0.9104798957529714
24661833,3,5.452878187231584,0.28264016757831023,0.28248811650733086,0.9240869879309008
24661835,1,8.90847603958443,0.45009138485570416,0.3553127558654842,0.5927152858483861
24661835,2,5.156354146928622,0.25937642148836765,0.17366966640573087,0.5633358403109204
24661835,3,4.8445391157254285,0.24082106402879302,0.13658390817564714,0.5641084578360921
24661836,1,10.392275815607185,0.4757288146718678,0.5491165712215991,0.8252823910203342
24661836,2,10.984135515388122,0.6188959026286601,0.37160232840238494,0.9184280978359733
24661836,3,11.114945772175915,0.6214065702919936,0.39211689158205365,0.9514557862235764
24661837,1,8.065390423556515,0.45487500279690246,0.261135015619211,0.8941578438010934
24661837,2,6.686381650985408,0.3791853278804259,0.16203103077922335,0.839924122702552
24661837,3,6.262741196091367,0.3650965964686957,0.1123670556900816,0.8518538699468863
24661838,1,9.539765041320289,0.3223124390126787,0.3330969414228112,0.6764750815242135
24661838,2,5.906610462856019,0.28939092732371724,0.2546284447739883,0.6519498419025508
24661838,3,5.47376958672636,0.2771747904078497,0.2425947677010397,0.6615541398740303
24661839,1,8.213856000397884,0.2980356879228358,0.5020189029752482,0.7257155376392991
24661839,2,6.602139949989664,0.2854408808228046,0.2748555206053425,0.7733703594739302
24661839,3,6.236404683389442,0.27522754416868045,0.19585381587117895,0.7673367423951142
24661840,1,9.806037641467352,0.5140011707449469,0.5368096009718281,1.0562056908239135
24661840,2,8.170000312268696,0.4704819761188429,0.3223951745810602,1.1156464749441422
24661840,3,7.907292963260107,0.45429373592101774,0.25615995003772263,1.0848905646011802
24661895,1,7.82884036955518,0.27716618243962876,0.3344071924788285,0.8991724541995104
24661895,2,5.043400630154475,0.16327570002897293,0.25504533299578475,1.001060547218897
24661895,3,4.490474377180733,0.12784941903883718,0.2107248289306633,0.9888670490804874
24661896,1,9.580768307588992,0.4570595126381789,0.3398246005849186,0.6284190722399452
24661896,2,5.309798603605358,0.18297114079150997,0.21883356721383387,0.5969892665052279
24661896,3,4.958893379995514,0.15062469558447658,0.17124185187827975,0.636725265247777
24661897,1,10.449285608827523,0.42905754551257724,0.39618702450463117,0.5935086736972136
24661897,2,6.2880292252782874,0.427699843016544,0.24658828609328873,0.6975392832683425
24661897,3,5.732248738505572,0.3584005062852552,0.1578622305898011,0.6784968624799762
24661898,1,9.046957820222968,0.3608672831928316,0.3741013871418071,0.8261536636677278
24661898,2,5.668721474326448,0.2801742036028287,0.16315919471264434,0.8137976608296689
24661898,3,5.359143710054074,0.2764544170521591,0.11206730071564079,0.8071051272112592
24661899,1,7.917050134217583,0.31819411211099174,0.29249926406331783,0.7367138998398087
24661899,2,5.148448006568233,0.23766470705742196,0.14486750830293194,0.806458138662591
24661899,3,4.559424912588918,0.2024754721533151,0.10950565905572111,0.8123106704084033
24661900,1,8.208373310399715,0.3081053683071797,0.33559564827563243,0.7616519089605619
24661900,2,4.965726770025335,0.2321006742426426,0.1632949875164792,0.7489988114762162
24661900,3,4.298550958034396,0.1650536334342162,0.11508504952167847,0.7382840032143388
24661901,1,12.33440176086155,0.5763781210829888,0.6927869127091728,0.7327309622479417
24661901,2,8.86547382918685,0.4572677966134491,0.4738896809815258,0.6905214443832782
24661901,3,8.41260923454336,0.44523742484770423,0.39476151548315536,0.7209646022037597
24661902,1,9.852849011774246,0.36639921244615764,0.3700220970480337,0.854875664756406
24661902,2,5.019269117506136,0.2774158495512948,0.1764893943225728,0.8228079598041336
24661902,3,4.536056515746384,0.24683481897782267,0.17893538271121692,0.8098639879016194
24661903,1,7.927716081015918,0.2873611137144579,0.23913853904002474,1.0481928418342241
24661903,2,5.9577630842071025,0.18558523180321243,0.17658241303381492,1.0815773161704563
24661903,3,5.624507831378461,0.1659364508434894,0.1791231806260646,1.054745641129649
24661904,1,9.342754264275003,0.42193169406728614,0.3710331908951608,0.79547675695016
24661904,2,6.883138593656245,0.3060215837477999,0.30830067875853706,0.7615205892231169
24661904,3,6.549157456828449,0.27181868846282364,0.28768276683661864,0.7599384037228276
24661905,1,11.09069317670119,0.3887543588991661,0.6217655828079334,0.7997496325788025
24661905,2,7.963207907736231,0.3497654111947008,0.3634783625148261,0.9532536195503296
24661905,3,7.408366014843796,0.32455557608140184,0.26485719897766546,0.9009094530792016
24661906,1,10.22609460112259,0.33046411479098237,0.36982937395983323,0.7922988591903951
24661906,2,6.771123231413038,0.326921368662761,0.241442526867301,0.7093037881573709
24661906,3,6.555415575489456,0.30928406360198324,0.25196239307730167,0.722145964881414
24661907,1,11.328718066175409,0.4442476645631746,0.7106810397397604,0.9505808743636788
24661907,2,9.581657133836181,0.5118326286759222,0.40425829806970237,0.9641272071530868
24661907,3,8.754465775827876,0.4801382174218348,0.3620283391230421,0.9586860620497374
24661908,1,9.647113289124707,0.3564641350801497,0.32072436934445453,0.7974708783839554
24661908,2,5.742145474520228,0.3349518130316386,0.2741064952868018,0.7707245747478602
24661908,3,5.380475596734213,0.3001709037769528,0.23086849055000427,0.7717690773265099
24661909,1,9.356729794826615,0.5051569552763379,0.2702887921860039,0.9730467360703245
24661909,2,6.991015310330047,0.34636003902247287,0.15924750174135688,0.9588145471144032
24661909,3,6.410859972017032,0.32446025745334695,0.14534524528444118,0.9414832625801868
24661910,1,8.4843809356994,0.3553029467182443,0.32737738724885135,1.1717978597845822
24661910,2,7.790381586087828,0.291415297430824,0.24716627304812,1.155335647448829
24661910,3,7.144647732909731,0.2848198617458772,0.22251256948606246,1.1418664505267684
24661912,1,8.81187001346026,0.2906647191850662,0.29420562466978467,0.9600754489779103
24661912,2,7.148767138112395,0.2847089443924742,0.2325213515462748,0.9558413951750157
24661912,3,6.889494187061922,0.27054397511241773,0.21702988604455276,0.9498704798554337
